date,institution_id,meal,actual_count,day_of_week,month,week_of_year,day_of_year,quarter,is_weekend,is_monday,is_friday,is_holiday,is_exam_period,is_semester_break,is_waterlogging,is_normal_day,temperature_c,humidity_pct,heat_index,is_rainy,high_humidity,extreme_heat,weather_discount,is_monsoon,is_winter,is_pre_monsoon,is_post_monsoon,heaviness_num,base_demand_score,consecutive_weeks,sentiment_decay,meal_num,menu_item_encoded,heavy_x_humidity,is_university,capacity,kai_value,kai_computed,academic_stress_factor,weather_discount,lag_7_count,lag_14_count,lag_30_count,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,wow_change,prev_day_waste_bucket,prev_day_waste_kg,total_wasted_kg,total_cost_inr
10-04-2024,CORP_001,dinner,281,2,4,15,101,2,0,0,0,0,0,0,0,1,36.4,61.5,44.7,0,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,250,244,287,213.5714286,204.9285714,201.1,122.5871896,6,0,3.1,135.86,64462.91
11-04-2024,CORP_001,dinner,251,3,4,15,102,2,0,0,0,0,0,0,0,1,43,65.5,57.66,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,307,250,263,218,207.5714286,200.9,124.6648841,57,2,50.9,156.5,70279.78
12-04-2024,CORP_001,dinner,213,4,4,15,103,2,0,0,1,0,0,0,0,1,37.4,57.1,45.47,1,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,268,251,296,210,207.6428571,200.5,119.6996241,17,2,34.7,107.27,57012.97
13-04-2024,CORP_001,dinner,36,5,4,15,104,2,1,0,0,0,0,0,0,1,36.2,63.4,44.73,0,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,0,450,1,1,1,1,36,45,257,202.1428571,204.9285714,197.7333333,117.0333693,-9,0,2.1,18.31,9031.11
14-04-2024,CORP_001,dinner,8,6,4,15,105,2,1,0,0,1,0,0,0,0,38,65.9,48.38,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,0,450,0.2,0.2,0.2,1,40,39,267,202.1428571,204.2857143,190.3666667,117.0333693,1,2,38.6,3.42,1837.03
15-04-2024,CORP_001,dinner,294,0,4,16,106,2,0,1,0,0,0,0,0,1,42.3,60.1,54.87,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,269,276,36,197.5714286,202.0714286,181.7333333,124.7903003,-7,2,43,131.38,68937.07
16-04-2024,CORP_001,dinner,243,1,4,16,107,2,0,0,0,0,0,0,0,1,37.8,63.8,47.53,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,0,450,1,1,1,1,325,269,40,201.1428571,203.3571429,190.3333333,127.5035014,56,2,30.5,126.88,62511.2
17-04-2024,CORP_001,dinner,48,2,4,16,108,2,0,0,0,1,0,0,0,0,36.6,61.1,45.01,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,0,450,0.2,0.2,0.2,1,281,250,259,189.4285714,201.5,197.1,117.6107381,31,2,52.3,23.25,11173.7
18-04-2024,CORP_001,dinner,284,3,4,16,109,2,0,0,0,0,0,0,0,1,38.5,60.3,48.12,1,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,0,450,1,1,1,1,251,307,280,156.1428571,187.0714286,190.0666667,120.3154584,-56,1,11.6,131.15,65551.98
19-04-2024,CORP_001,dinner,239,4,4,16,110,2,0,0,1,0,0,0,0,1,40.4,72.6,54.36,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,213,268,264,160.8571429,185.4285714,190.2,125.1990796,-55,1,9.3,120,61190.32
20-04-2024,CORP_001,dinner,40,5,4,16,111,2,1,0,0,0,0,0,0,1,37.9,71.5,49.42,0,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,36,36,280,164.5714286,183.3571429,189.3666667,127.3706627,0,1,8.3,19.21,9584.65
21-04-2024,CORP_001,dinner,39,6,4,16,112,2,1,0,0,0,0,0,0,1,33.9,69.4,41.96,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,8,40,274,165.1428571,183.6428571,181.3666667,126.7049441,-32,2,57.8,15.54,8234.41
22-04-2024,CORP_001,dinner,290,0,4,17,113,2,0,1,0,0,1,0,0,0,36.4,64.8,45.3,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,0,450,1,1,1,1,294,269,41,169.5714286,183.5714286,173.5333333,120.696392,25,2,38.8,127.18,60597.86
23-04-2024,CORP_001,dinner,289,1,4,17,114,2,0,0,0,0,1,0,0,0,39.5,59.6,49.6,0,0,1,1,0,0,1,0,2,0.88,0,1,2,6,0,0,450,1,1,1,1,243,325,45,169,185.0714286,181.8333333,120.0166655,-82,1,14.1,123.55,61251.23
24-04-2024,CORP_001,dinner,275,2,4,17,115,2,0,0,0,0,1,0,0,0,39.3,63.3,50.12,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,0,450,1,1,1,1,48,281,45,175.5714286,182.5,189.9666667,125.8608453,-233,1,19.1,110.53,59508.91
25-04-2024,CORP_001,dinner,271,3,4,17,116,2,0,0,0,0,1,0,0,0,36.8,61.7,45.41,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,284,251,230,208,182.0714286,197.6333333,116.4016037,33,1,20.6,128.19,60270.69
26-04-2024,CORP_001,dinner,250,4,4,17,117,2,0,0,1,0,1,0,0,0,36.1,75.4,46.9,0,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,239,213,244,206.1428571,183.5,199,115.0831997,26,1,13.7,108.11,55069.83
27-04-2024,CORP_001,dinner,44,5,4,17,118,2,1,0,0,0,1,0,0,0,38.6,63.1,48.77,1,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,40,36,250,207.7142857,186.1428571,199.2,115.6801831,4,1,17.9,17.4,9071.66
28-04-2024,CORP_001,dinner,39,6,4,17,119,2,1,0,0,0,1,0,0,0,35.6,67.6,44.57,0,0,1,1,0,0,1,0,2,0.88,0,1,2,6,0,0,450,1,1,1,1,39,8,251,208.2857143,186.7142857,192.3333333,114.7195338,31,1,9.2,17.9,9693.4
29-04-2024,CORP_001,dinner,239,0,4,18,120,2,0,1,0,0,1,0,0,0,39.2,80.3,53.91,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,0,450,1,1,1,1,290,294,45,208.2857143,188.9285714,185.2666667,114.7195338,-4,2,40.2,120.05,63810.24
30-04-2024,CORP_001,dinner,272,1,4,18,121,2,0,0,0,0,1,0,0,0,32.4,57,37.47,0,0,0,1,0,0,1,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,289,243,39,201,185,191.7333333,110.1952812,46,2,44.7,120.27,58985.79
01-05-2024,CORP_001,dinner,247,2,5,18,122,2,0,0,0,0,1,0,0,0,38,71.2,49.55,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,0,450,1,1,1,1,275,48,276,198.5714286,187.0714286,199.5,108.1000418,227,1,9.3,106.97,59314.23
02-05-2024,CORP_001,dinner,274,3,5,18,123,2,0,0,0,0,1,0,0,0,33.3,64.9,40.26,1,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,0,450,1,1,1,1,271,284,269,194.5714286,201.2857143,198.5333333,105.2819344,-13,0,4.3,135.52,63169.38
03-05-2024,CORP_001,dinner,262,4,5,18,124,2,0,0,1,0,1,0,0,0,41.3,48.3,49.9,0,0,1,1,0,0,1,0,1,0.79,1,1,2,11,0,0,450,1,1,1,1,250,239,250,195,200.5714286,198.7,105.6503668,11,1,16,123.63,63018.01
04-05-2024,CORP_001,dinner,42,5,5,18,125,2,1,0,0,0,1,0,0,0,35,58.4,41.89,1,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,44,40,307,196.7142857,202.2142857,199.1,106.7828237,4,0,2.1,16.46,9272.83
05-05-2024,CORP_001,dinner,35,6,5,18,126,2,1,0,0,0,1,0,0,0,40.1,69.9,53.15,1,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,0,450,1,1,1,1,39,39,268,196.4285714,202.3571429,190.2666667,107.2611411,0,2,36.4,18.88,8764.05
06-05-2024,CORP_001,dinner,258,0,5,19,127,2,0,1,0,0,1,0,0,0,34.5,67,42.54,1,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,239,290,36,195.8571429,202.0714286,182.5,108.2457521,-51,2,30,115.77,60115.64
07-05-2024,CORP_001,dinner,266,1,5,19,128,2,0,0,0,0,1,0,0,0,38.6,69.5,50.31,1,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,272,289,40,198.5714286,199.7857143,189.9,109.73583,-17,1,24.5,130.75,63549.65
08-05-2024,CORP_001,dinner,242,2,5,19,129,2,0,0,0,0,1,0,0,0,31.8,53.4,36.05,0,0,0,1,0,0,1,0,1,0.82,1,1,2,10,0,0,450,1,1,1,1,247,275,269,197.7142857,198.1428571,197.4333333,109.0882124,-28,1,9.8,115.98,56166.46
09-05-2024,CORP_001,dinner,254,3,5,19,130,2,0,0,0,0,1,0,0,0,40.1,59.7,50.66,1,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,0,450,1,1,1,1,274,271,325,197,195.7857143,196.5333333,108.7274881,3,1,20.4,127.32,59619.63
10-05-2024,CORP_001,dinner,276,4,5,19,131,2,0,0,1,0,1,0,0,0,40.4,67.5,53.22,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,262,250,281,194.1428571,194.5714286,194.1666667,106.6089874,12,1,21.3,122.67,63041.53
11-05-2024,CORP_001,dinner,37,5,5,19,132,2,1,0,0,0,1,0,0,0,36,62.6,44.24,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,0,450,1,1,1,1,42,44,251,196.1428571,196.4285714,194,108.2134135,-2,1,10.2,18.31,8860.13
12-05-2024,CORP_001,dinner,42,6,5,19,133,2,1,0,0,0,1,0,0,0,33.5,67.6,41.06,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,35,39,213,195.4285714,195.9285714,186.8666667,109.4103242,-4,1,13.5,18,9726.8
13-05-2024,CORP_001,dinner,212,0,5,20,134,2,0,1,0,0,1,0,0,0,36.3,68.9,45.98,0,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,258,239,36,196.4285714,196.1428571,181.1666667,107.7185486,19,2,52.9,105.84,55384.32
14-05-2024,CORP_001,dinner,242,1,5,20,135,2,0,0,0,0,1,0,0,0,34.8,70.5,43.73,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,0,450,1,1,1,1,266,272,8,189.8571429,194.2142857,187.0333333,104.6970687,-6,1,15.3,129.27,62915.07
15-05-2024,CORP_001,dinner,240,2,5,20,136,2,0,0,0,0,1,0,0,0,39,65.6,50.03,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,0,450,1,1,1,1,242,247,294,186.4285714,192.0714286,194.8333333,102.1499831,-5,1,10.5,107.71,61247.66
16-05-2024,CORP_001,dinner,255,3,5,20,137,2,0,0,0,0,1,0,0,0,33.7,65.8,41.02,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,254,274,243,186.1428571,191.5714286,193.0333333,101.9712845,-20,0,4.2,120.78,61672.52
17-05-2024,CORP_001,dinner,285,4,5,20,138,2,0,0,1,0,0,0,0,1,37.2,83.2,50.65,0,0,1,1,0,0,1,0,1,0.82,1,1,2,10,0,0,450,1,1,1,1,276,262,48,186.2857143,190.2142857,193.4333333,102.0828328,14,2,52.6,115.74,62134.87
18-05-2024,CORP_001,dinner,36,5,5,20,139,2,1,0,0,0,0,0,0,1,33.7,82.2,43.88,0,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,0,450,1,1,1,1,37,42,284,187.5714286,191.8571429,201.3333333,103.44863,-5,2,48,17.39,9161.17
19-05-2024,CORP_001,dinner,41,6,5,20,140,2,1,0,0,0,0,0,0,1,38.9,64.1,49.66,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,0,450,1,1,1,1,42,35,239,187.4285714,191.4285714,193.0666667,103.6916216,7,1,18.7,19.96,9558.46
20-05-2024,CORP_001,dinner,266,0,5,21,141,2,0,1,0,0,0,1,0,0,34.2,58.3,40.54,0,0,1,1,0,0,1,0,1,0.79,1,1,2,11,0,0,450,1,0.2,0.2,1,212,258,40,187.2857143,191.8571429,186.4666667,103.9257977,-46,2,40,114.76,59569.66
21-05-2024,CORP_001,dinner,281,1,5,21,142,2,0,0,0,0,0,1,0,0,30.6,73.3,37.16,1,0,0,1,0,0,1,0,1,0.8,0,1,2,19,0,0,450,1,0.2,0.2,1,242,266,39,195,192.4285714,194,107.9907403,-24,2,35.6,118.4,59222.52
22-05-2024,CORP_001,dinner,248,2,5,21,143,2,0,0,0,0,0,1,0,0,41.6,67.7,55.59,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,0,450,1,0.2,0.2,1,240,242,290,200.5714286,193.5,202.0666667,111.7599468,-2,1,18.8,123.47,63581.09
23-05-2024,CORP_001,dinner,238,3,5,21,144,2,0,0,0,0,0,1,0,0,38.9,69.6,50.88,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,0,450,1,0.2,0.2,1,255,254,289,201.7142857,193.9285714,200.6666667,112.2700825,1,0,3.3,131.04,63789.46
24-05-2024,CORP_001,dinner,277,4,5,21,145,2,0,0,1,0,0,1,0,0,41.5,54.4,51.83,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,0,450,1,0.2,0.2,1,285,276,275,199.2857143,192.7857143,198.9666667,111.1031267,9,0,4.9,136.04,62767.88
25-05-2024,CORP_001,dinner,36,5,5,21,146,2,1,0,0,0,0,1,0,0,35.2,64.4,43.2,0,0,1,1,0,0,1,0,1,0.85,1,1,2,2,0,0,450,1,0.2,0.2,1,36,37,271,198.1428571,192.8571429,199.0333333,110.1111992,-1,1,17.6,18.56,8978.59
26-05-2024,CORP_001,dinner,40,6,5,21,147,2,1,0,0,0,0,1,0,0,40.1,51.3,48.58,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,0,450,1,0.2,0.2,1,41,42,250,198.1428571,192.7857143,191.2,110.1111992,-1,2,25.1,18.02,9043.01
27-05-2024,CORP_001,dinner,281,0,5,22,148,2,0,1,0,0,0,1,0,0,36.8,67.2,46.62,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,0,450,1,0.2,0.2,1,266,212,44,198,192.6428571,184.2,110.3494449,54,2,39.4,114.93,59465.91
28-05-2024,CORP_001,dinner,241,1,5,22,149,2,0,0,0,0,0,1,0,0,34.2,52.2,39.47,1,0,0,1,0,0,1,0,0,0.72,0,1,2,4,0,0,450,1,0.2,0.2,1,281,242,39,200.1428571,197.5714286,192.1,112.0229568,39,2,30.6,117.32,58374.37
29-05-2024,CORP_001,dinner,257,2,5,22,150,2,0,0,0,0,0,1,0,0,36.9,67.1,46.72,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,0,450,1,0.2,0.2,1,248,240,239,194.4285714,197.5,198.8333333,108.1647773,8,1,8.4,115.43,61114.07
30-05-2024,CORP_001,dinner,222,3,5,22,151,2,0,0,0,0,0,1,0,0,36.1,65,44.99,0,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,0,450,1,0.2,0.2,1,238,255,272,195.7142857,198.7142857,199.4333333,108.9582707,-17,2,54.3,123.62,59385.17
31-05-2024,CORP_001,dinner,254,4,5,22,152,2,0,0,1,0,0,1,0,0,31.2,62.5,36.57,1,0,0,1,0,0,1,0,2,0.88,0,1,2,6,0,0,450,1,0.2,0.2,1,277,285,247,193.4285714,196.3571429,197.7666667,108.0877069,-8,1,22.5,110.21,56731.91
01-06-2024,CORP_001,dinner,32,5,6,22,153,2,1,0,0,0,0,1,0,0,33,88.6,43.75,1,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.17,0.2,0.85,36,36,274,190.1428571,194.1428571,198,105.4410239,0,0,5.9,12.15,7099
02-06-2024,CORP_001,dinner,32,6,6,22,154,2,1,0,0,0,0,1,0,0,35.1,93.3,48.47,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.17,0.2,0.85,40,41,262,189.5714286,193.8571429,189.9333333,106.4218918,-1,0,3.2,15.29,7063.88
03-06-2024,CORP_001,dinner,283,0,6,23,155,2,0,1,0,0,0,1,0,0,30.5,89.7,39.42,1,1,0,0.85,1,0,0,0,2,0.87,1,1,2,18,2,0,450,0.85,0.17,0.2,0.85,281,266,42,188.4285714,193.2142857,182.2666667,108.3218309,15,2,47.5,127.8,58559.54
04-06-2024,CORP_001,dinner,195,1,6,23,156,2,0,0,0,0,0,1,0,0,35.1,88.6,47.62,0,1,1,0.85,1,0,0,0,2,0.87,2,0.9,2,18,2,0,450,0.765,0.153,0.2,0.85,241,281,35,188.7142857,194.4285714,190.3,108.6089534,-40,0,4.2,93.27,48234.48
05-06-2024,CORP_001,dinner,187,2,6,23,157,2,0,0,0,0,0,1,0,0,35.5,98.3,50.26,0,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.17,0.2,0.85,257,248,258,182.1428571,188.2857143,195.6333333,106.2848822,9,0,3.4,107.09,51437.63
06-06-2024,CORP_001,dinner,226,3,6,23,158,2,0,0,0,0,0,1,0,0,31.5,82.9,40.07,1,0,1,1,1,0,0,0,1,0.85,0,1,2,2,0,0,450,1,0.2,0.2,1,222,238,266,172.1428571,183.9285714,193.2666667,101.241343,-16,1,24.8,110.66,60303.12
07-06-2024,CORP_001,dinner,240,4,6,23,159,2,0,0,1,0,0,0,0,1,34.7,91.2,47.41,0,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.85,1,0.85,254,277,242,172.7142857,183.0714286,191.9333333,101.5803693,-23,2,28.1,99.55,49767.74
08-06-2024,CORP_001,dinner,31,5,6,23,160,2,1,0,0,0,0,0,0,1,31.3,85.8,40.26,1,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,0,450,0.85,0.85,1,0.85,32,36,254,170.7142857,180.4285714,191.8666667,99.83605609,-4,2,40.1,13.65,6655.82
09-06-2024,CORP_001,dinner,39,6,6,23,161,2,1,0,0,0,0,0,0,1,28.5,93.3,36.44,1,1,0,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,32,40,276,170.5714286,180.0714286,184.4333333,100.0680721,-8,2,44.1,17.58,8653.42
10-06-2024,CORP_001,dinner,191,0,6,24,162,2,0,1,0,0,0,0,0,1,31.7,92.4,42,1,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.85,1,0.85,283,281,37,171.5714286,180,176.5333333,98.47479736,2,2,38.2,93.48,50644.82
11-06-2024,CORP_001,dinner,210,1,6,24,163,2,0,0,0,0,0,0,0,1,32.1,95.5,43.25,1,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,195,241,42,158.4285714,173.5714286,181.6666667,86.54065931,-46,2,59.8,95.08,49842.29
12-06-2024,CORP_001,dinner,210,2,6,24,164,2,0,0,0,0,0,0,0,1,32.7,92.9,43.79,0,1,1,0.85,1,0,0,0,1,0.82,1,1,2,10,1,0,450,0.85,0.85,1,0.85,187,257,212,160.5714286,171.3571429,187.2666667,87.7740606,-70,2,58.7,106,52380.59
13-06-2024,CORP_001,dinner,287,3,6,24,165,2,0,0,0,0,0,0,0,1,31.9,79.5,40.28,1,0,1,1,1,0,0,0,2,0.88,0,1,2,6,0,0,450,1,1,1,1,226,222,242,163.8571429,168,187.2,89.34470432,4,1,14.2,114.96,62392.32
14-06-2024,CORP_001,dinner,203,4,6,24,166,2,0,0,1,0,0,0,0,1,32.8,88,43.24,1,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,240,254,240,172.5714286,172.6428571,188.7,98.88184387,-14,2,42.7,100.45,48490.68
15-06-2024,CORP_001,dinner,36,5,6,24,167,2,1,0,0,0,0,0,0,1,33.3,81.5,43.12,1,0,1,1,1,0,0,0,1,0.82,1,1,2,10,0,0,450,1,1,1,1,31,32,255,167.2857143,169,187.4666667,95.61156535,-1,1,19.9,16.58,8315.1
16-06-2024,CORP_001,dinner,37,6,6,24,168,2,1,0,0,0,0,0,0,1,33,82.5,42.64,1,0,1,1,1,0,0,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,39,32,285,168,169.2857143,180.1666667,94.43516294,7,2,38.5,18.65,9042.38
17-06-2024,CORP_001,dinner,43,0,6,25,169,2,0,1,0,1,0,0,0,0,33.9,87.7,45.22,1,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,0,450,0.17,0.17,0.2,0.85,191,283,36,167.7142857,169.6428571,171.9,94.89242029,-92,2,54,19.98,9267.95
18-06-2024,CORP_001,dinner,159,1,6,25,170,2,0,0,0,0,0,0,0,1,31,85.8,39.79,1,1,0,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,210,195,41,146.5714286,152.5,172.1333333,104.8091236,15,2,36.5,90.08,49196.13
19-06-2024,CORP_001,dinner,268,2,6,25,171,2,0,0,0,0,0,0,0,1,30.4,85.3,38.65,1,1,0,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,210,187,266,139.2857143,149.9285714,176.0666667,101.3816458,23,2,40.5,111.48,57223.58
20-06-2024,CORP_001,dinner,232,3,6,25,172,2,0,0,0,0,0,0,0,1,31.6,80.8,40.02,1,0,1,1,1,0,0,0,0,0.72,0,1,2,4,0,0,450,1,1,1,1,287,226,281,147.5714286,155.7142857,176.1333333,110.1179022,61,1,18.3,117.31,57548.75
21-06-2024,CORP_001,dinner,235,4,6,25,173,2,0,0,1,0,0,0,0,1,32.1,97.8,43.47,1,1,1,0.85,1,0,0,0,1,0.8,0,1,2,19,1,0,450,0.85,0.85,1,0.85,203,240,248,139.7142857,156.1428571,174.5,100.0095234,-37,1,20.5,112.96,51902.04
22-06-2024,CORP_001,dinner,33,5,6,25,174,2,1,0,0,0,0,0,0,1,34.4,90.6,46.67,1,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,36,31,238,144.2857143,155.7857143,174.0666667,104.0347927,5,1,8.6,14.79,8087.87
23-06-2024,CORP_001,dinner,37,6,6,25,175,2,1,0,0,0,0,0,0,1,31.6,87.4,40.93,0,1,1,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,37,39,277,143.8571429,155.9285714,167.2333333,104.5600761,-2,1,19.5,15.13,7975.83
24-06-2024,CORP_001,dinner,230,0,6,26,176,2,0,1,0,0,0,0,0,1,33.2,84.3,43.27,1,0,1,1,1,0,0,0,0,0.72,0,1,2,4,0,0,450,1,1,1,1,43,191,36,143.8571429,155.7857143,159.2333333,104.5600761,-148,1,11.3,116.86,58654.5
25-06-2024,CORP_001,dinner,230,1,6,26,177,2,0,0,0,0,0,0,0,1,27.4,86.6,33.82,1,1,0,0.85,1,0,0,0,1,0.8,0,1,2,19,1,0,450,0.85,0.85,1,0.85,159,210,40,170.5714286,158.5714286,165.7,98.19174633,-51,2,52,96.17,50403.17
26-06-2024,CORP_001,dinner,268,2,6,26,178,2,0,0,0,0,0,0,0,1,27.6,84.9,33.96,0,0,0,1,1,0,0,0,2,0.88,0,1,2,6,0,0,450,1,1,1,1,268,210,281,180.7142857,160,172.0333333,100.4385621,58,1,15.3,99.58,54331.71
27-06-2024,CORP_001,dinner,211,3,6,26,179,2,0,0,0,0,0,0,0,1,32.6,90.9,43.38,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,232,287,241,180.7142857,164.1428571,171.6,100.4385621,-55,1,9.5,95.09,50716.15
28-06-2024,CORP_001,dinner,274,4,6,26,180,2,0,0,1,0,0,0,0,1,32.2,83.1,41.32,1,0,1,1,1,0,0,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,235,203,257,177.7142857,158.7142857,170.6,98.95405379,32,0,6.5,106.91,57127.44
29-06-2024,CORP_001,dinner,36,5,6,26,181,2,1,0,0,0,0,0,0,1,32.4,80,41.24,1,0,1,1,1,0,0,0,1,0.79,0,1,2,11,0,0,450,1,1,1,1,33,36,222,183.2857143,163.7857143,171.1666667,103.7010355,-3,1,15.9,20.72,9619.92
30-06-2024,CORP_001,dinner,31,6,6,26,182,2,1,0,0,0,0,0,0,1,31.9,87.1,41.49,1,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,0,450,0.85,0.85,1,0.85,37,37,254,183.7142857,163.7857143,164.9666667,102.9801183,0,1,17.7,16.48,7384.52
01-07-2024,CORP_001,dinner,254,0,7,27,183,3,0,1,0,0,0,0,0,1,29.8,84.8,37.59,1,0,0,1,1,0,0,0,1,0.79,0,1,2,11,0,0,450,1,1,1,1,230,43,32,182.8571429,163.3571429,157.5333333,104.4197117,187,2,59.3,115.46,57388.22
02-07-2024,CORP_001,dinner,237,1,7,27,184,3,0,0,0,0,0,0,0,1,33.8,89.1,45.3,1,1,1,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,230,159,32,186.2857143,178.4285714,164.9333333,106.5969266,71,1,14.4,119.05,57103.73
03-07-2024,CORP_001,dinner,259,2,7,27,185,3,0,0,0,0,0,0,0,1,35,88,47.24,1,1,1,0.85,1,0,0,0,2,0.88,1,1,2,6,2,0,450,0.85,0.85,1,0.85,268,268,283,187.2857143,184,171.7666667,107.1069781,0,0,5.4,100.84,54185.16
04-07-2024,CORP_001,dinner,194,3,7,27,186,3,0,0,0,0,0,0,0,1,34,99,47.43,0,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,211,232,195,186,183.3571429,170.9666667,106.0251542,-21,0,4.4,91.59,45374.87
05-07-2024,CORP_001,dinner,222,4,7,27,187,3,0,0,1,0,0,0,0,1,31.6,82.8,40.33,1,0,1,1,1,0,0,0,0,0.72,1,1,2,4,0,0,450,1,1,1,1,274,235,187,183.5714286,180.6428571,170.9333333,105.55071,39,2,28,123.55,60460.74
06-07-2024,CORP_001,dinner,32,5,7,27,188,3,1,0,0,0,0,0,0,1,29.4,95,38.21,1,1,0,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,36,33,226,176.1428571,179.7142857,172.1,99.7988453,3,1,9.2,13.86,7250.69
07-07-2024,CORP_001,dinner,37,6,7,27,189,3,1,0,0,0,0,0,0,1,33.1,81,42.66,1,0,1,1,1,0,0,0,2,0.88,0,1,2,6,0,0,450,1,1,1,1,31,37,240,175.5714286,179.6428571,165.6333333,100.742009,-6,2,32.5,17.58,9216.89
08-07-2024,CORP_001,dinner,175,0,7,28,190,3,0,1,0,0,0,0,1,0,30.7,85.7,39.27,1,1,0,0.6375,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.6375,0.6375,1,0.6375,254,230,31,176.4285714,179.6428571,158.8666667,99.32246665,24,2,33.4,77.42,38680.16
09-07-2024,CORP_001,dinner,194,1,7,28,191,3,0,0,0,0,0,0,0,1,30.3,85,38.36,1,0,0,1,1,0,0,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,237,230,39,165.1428571,175.7142857,163.6666667,93.347788,7,1,21.6,103.53,55328.47
