date,institution_id,institution_type,meal,day_of_week,is_weekend,event_type,kai_value,actual_count,capacity,occupancy_pct
27-02-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,285,600,47.5
27-02-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,452,600,75.3
27-02-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,291,600,48.5
27-02-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,221,450,49.1
27-02-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,387,450,86
27-02-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,222,450,49.3
28-02-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,282,600,47
28-02-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,450,600,75
28-02-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,351,600,58.5
28-02-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,214,450,47.6
28-02-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,337,450,74.9
28-02-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,275,450,61.1
29-02-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,330,600,55
29-02-2024,UNIV_001,university,lunch,Thursday,0,normal,1,462,600,77
29-02-2024,UNIV_001,university,dinner,Thursday,0,normal,1,292,600,48.7
29-02-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,240,450,53.3
29-02-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,344,450,76.4
29-02-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,274,450,60.9
01-03-2024,UNIV_001,university,breakfast,Friday,0,normal,1,208,600,34.7
01-03-2024,UNIV_001,university,lunch,Friday,0,normal,1,451,600,75.2
01-03-2024,UNIV_001,university,dinner,Friday,0,normal,1,273,600,45.5
01-03-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,196,450,43.6
01-03-2024,CORP_001,corporate,lunch,Friday,0,normal,1,316,450,70.2
01-03-2024,CORP_001,corporate,dinner,Friday,0,normal,1,209,450,46.4
02-03-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,186,600,31
02-03-2024,UNIV_001,university,lunch,Saturday,1,normal,1,288,600,48
02-03-2024,UNIV_001,university,dinner,Saturday,1,normal,1,220,600,36.7
02-03-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,34,450,7.6
02-03-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,54,450,12
02-03-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,33,450,7.3
03-03-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,213,600,35.5
03-03-2024,UNIV_001,university,lunch,Sunday,1,normal,1,325,600,54.2
03-03-2024,UNIV_001,university,dinner,Sunday,1,normal,1,215,600,35.8
03-03-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,29,450,6.4
03-03-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,55,450,12.2
03-03-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,43,450,9.6
04-03-2024,UNIV_001,university,breakfast,Monday,0,normal,1,293,600,48.8
04-03-2024,UNIV_001,university,lunch,Monday,0,normal,1,544,600,90.7
04-03-2024,UNIV_001,university,dinner,Monday,0,normal,1,304,600,50.7
04-03-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,222,450,49.3
04-03-2024,CORP_001,corporate,lunch,Monday,0,normal,1,327,450,72.7
04-03-2024,CORP_001,corporate,dinner,Monday,0,normal,1,265,450,58.9
05-03-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,318,600,53
05-03-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,485,600,80.8
05-03-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,292,600,48.7
05-03-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,226,450,50.2
05-03-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,389,450,86.4
05-03-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,286,450,63.6
06-03-2024,UNIV_001,university,breakfast,Wednesday,0,normal,0.9,293,600,48.8
06-03-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,469,600,78.2
06-03-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,354,600,59
06-03-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,0.9,219,450,48.7
06-03-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,330,450,73.3
06-03-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,258,450,57.3
07-03-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,259,600,43.2
07-03-2024,UNIV_001,university,lunch,Thursday,0,normal,1,472,600,78.7
07-03-2024,UNIV_001,university,dinner,Thursday,0,normal,1,353,600,58.8
07-03-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,195,450,43.3
07-03-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,337,450,74.9
07-03-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,259,450,57.6
08-03-2024,UNIV_001,university,breakfast,Friday,0,normal,1,265,600,44.2
08-03-2024,UNIV_001,university,lunch,Friday,0,normal,1,443,600,73.8
08-03-2024,UNIV_001,university,dinner,Friday,0,normal,1,349,600,58.2
08-03-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,197,450,43.8
08-03-2024,CORP_001,corporate,lunch,Friday,0,normal,1,383,450,85.1
08-03-2024,CORP_001,corporate,dinner,Friday,0,normal,1,258,450,57.3
09-03-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,162,600,27
09-03-2024,UNIV_001,university,lunch,Saturday,1,normal,1,308,600,51.3
09-03-2024,UNIV_001,university,dinner,Saturday,1,normal,1,239,600,39.8
09-03-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,30,450,6.7
09-03-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,54,450,12
09-03-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,39,450,8.7
10-03-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,205,600,34.2
10-03-2024,UNIV_001,university,lunch,Sunday,1,normal,1,309,600,51.5
10-03-2024,UNIV_001,university,dinner,Sunday,1,normal,1,220,600,36.7
10-03-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,37,450,8.2
10-03-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,62,450,13.8
10-03-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,43,450,9.6
11-03-2024,UNIV_001,university,breakfast,Monday,0,normal,1,292,600,48.7
11-03-2024,UNIV_001,university,lunch,Monday,0,normal,1,469,600,78.2
11-03-2024,UNIV_001,university,dinner,Monday,0,normal,1,321,600,53.5
11-03-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,226,450,50.2
11-03-2024,CORP_001,corporate,lunch,Monday,0,normal,1,389,450,86.4
11-03-2024,CORP_001,corporate,dinner,Monday,0,normal,1,287,450,63.8
12-03-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,260,600,43.3
12-03-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,370,600,61.7
12-03-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,373,600,62.2
12-03-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,170,450,37.8
12-03-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,306,450,68
12-03-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,263,450,58.4
13-03-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,317,600,52.8
13-03-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,600,600,100
13-03-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,387,600,64.5
13-03-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,202,450,44.9
13-03-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,388,450,86.2
13-03-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,296,450,65.8
14-03-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,273,600,45.5
14-03-2024,UNIV_001,university,lunch,Thursday,0,normal,1,543,600,90.5
14-03-2024,UNIV_001,university,dinner,Thursday,0,normal,1,337,600,56.2
14-03-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,218,450,48.4
14-03-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,375,450,83.3
14-03-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,257,450,57.1
15-03-2024,UNIV_001,university,breakfast,Friday,0,normal,1,281,600,46.8
15-03-2024,UNIV_001,university,lunch,Friday,0,normal,1,420,600,70
15-03-2024,UNIV_001,university,dinner,Friday,0,normal,1,320,600,53.3
15-03-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,180,450,40
15-03-2024,CORP_001,corporate,lunch,Friday,0,normal,1,343,450,76.2
15-03-2024,CORP_001,corporate,dinner,Friday,0,normal,1,267,450,59.3
16-03-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,184,600,30.7
16-03-2024,UNIV_001,university,lunch,Saturday,1,normal,1,358,600,59.7
16-03-2024,UNIV_001,university,dinner,Saturday,1,normal,1,218,600,36.3
16-03-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,32,450,7.1
16-03-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,49,450,10.9
16-03-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,36,450,8
17-03-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,199,600,33.2
17-03-2024,UNIV_001,university,lunch,Sunday,1,normal,1,356,600,59.3
17-03-2024,UNIV_001,university,dinner,Sunday,1,normal,1,234,600,39
17-03-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,32,450,7.1
17-03-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,50,450,11.1
17-03-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,40,450,8.9
18-03-2024,UNIV_001,university,breakfast,Monday,0,normal,1,318,600,53
18-03-2024,UNIV_001,university,lunch,Monday,0,normal,1,440,600,73.3
18-03-2024,UNIV_001,university,dinner,Monday,0,normal,1,380,600,63.3
18-03-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,223,450,49.6
18-03-2024,CORP_001,corporate,lunch,Monday,0,normal,1,316,450,70.2
18-03-2024,CORP_001,corporate,dinner,Monday,0,normal,1,259,450,57.6
19-03-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,313,600,52.2
19-03-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,491,600,81.8
19-03-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,357,600,59.5
19-03-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,213,450,47.3
19-03-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,295,450,65.6
19-03-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,280,450,62.2
20-03-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,253,600,42.2
20-03-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,452,600,75.3
20-03-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,354,600,59
20-03-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,191,450,42.4
20-03-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,395,450,87.8
20-03-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,264,450,58.7
21-03-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,278,600,46.3
21-03-2024,UNIV_001,university,lunch,Thursday,0,normal,1,423,600,70.5
21-03-2024,UNIV_001,university,dinner,Thursday,0,normal,1,405,600,67.5
21-03-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,202,450,44.9
21-03-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,345,450,76.7
21-03-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,280,450,62.2
22-03-2024,UNIV_001,university,breakfast,Friday,0,normal,1,249,600,41.5
22-03-2024,UNIV_001,university,lunch,Friday,0,normal,1,490,600,81.7
22-03-2024,UNIV_001,university,dinner,Friday,0,normal,1,308,600,51.3
22-03-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,194,450,43.1
22-03-2024,CORP_001,corporate,lunch,Friday,0,normal,1,312,450,69.3
22-03-2024,CORP_001,corporate,dinner,Friday,0,normal,1,274,450,60.9
23-03-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,179,600,29.8
23-03-2024,UNIV_001,university,lunch,Saturday,1,normal,1,374,600,62.3
23-03-2024,UNIV_001,university,dinner,Saturday,1,normal,1,206,600,34.3
23-03-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,28,450,6.2
23-03-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,52,450,11.6
23-03-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,41,450,9.1
24-03-2024,UNIV_001,university,breakfast,Sunday,1,normal,0.9,167,600,27.8
24-03-2024,UNIV_001,university,lunch,Sunday,1,normal,1,261,600,43.5
24-03-2024,UNIV_001,university,dinner,Sunday,1,normal,1,240,600,40
24-03-2024,CORP_001,corporate,breakfast,Sunday,1,normal,0.9,30,450,6.7
24-03-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,51,450,11.3
24-03-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,45,450,10
25-03-2024,UNIV_001,university,breakfast,Monday,0,holiday,0.4,108,600,18
25-03-2024,UNIV_001,university,lunch,Monday,0,holiday,0.4,169,600,28.2
25-03-2024,UNIV_001,university,dinner,Monday,0,holiday,0.4,128,600,21.3
25-03-2024,CORP_001,corporate,breakfast,Monday,0,holiday,0.2,42,450,9.3
25-03-2024,CORP_001,corporate,lunch,Monday,0,holiday,0.2,65,450,14.4
25-03-2024,CORP_001,corporate,dinner,Monday,0,holiday,0.2,45,450,10
26-03-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,278,600,46.3
26-03-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,419,600,69.8
26-03-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,332,600,55.3
26-03-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,190,450,42.2
26-03-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,310,450,68.9
26-03-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,230,450,51.1
27-03-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,282,600,47
27-03-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,555,600,92.5
27-03-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,293,600,48.8
27-03-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,183,450,40.7
27-03-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,338,450,75.1
27-03-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,244,450,54.2
28-03-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,295,600,49.2
28-03-2024,UNIV_001,university,lunch,Thursday,0,normal,1,372,600,62
28-03-2024,UNIV_001,university,dinner,Thursday,0,normal,1,307,600,51.2
28-03-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,204,450,45.3
28-03-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,321,450,71.3
28-03-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,250,450,55.6
29-03-2024,UNIV_001,university,breakfast,Friday,0,normal,1,279,600,46.5
29-03-2024,UNIV_001,university,lunch,Friday,0,normal,1,520,600,86.7
29-03-2024,UNIV_001,university,dinner,Friday,0,normal,1,289,600,48.2
29-03-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,217,450,48.2
29-03-2024,CORP_001,corporate,lunch,Friday,0,normal,1,436,450,96.9
29-03-2024,CORP_001,corporate,dinner,Friday,0,normal,1,251,450,55.8
30-03-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,153,600,25.5
30-03-2024,UNIV_001,university,lunch,Saturday,1,normal,1,291,600,48.5
30-03-2024,UNIV_001,university,dinner,Saturday,1,normal,1,247,600,41.2
30-03-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,26,450,5.8
30-03-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,50,450,11.1
30-03-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,45,450,10
31-03-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,160,600,26.7
31-03-2024,UNIV_001,university,lunch,Sunday,1,normal,1,299,600,49.8
31-03-2024,UNIV_001,university,dinner,Sunday,1,normal,1,242,600,40.3
31-03-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,31,450,6.9
31-03-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,58,450,12.9
31-03-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,39,450,8.7
01-04-2024,UNIV_001,university,breakfast,Monday,0,normal,1,299,600,49.8
01-04-2024,UNIV_001,university,lunch,Monday,0,normal,1,448,600,74.7
01-04-2024,UNIV_001,university,dinner,Monday,0,normal,1,400,600,66.7
01-04-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,238,450,52.9
01-04-2024,CORP_001,corporate,lunch,Monday,0,normal,1,369,450,82
01-04-2024,CORP_001,corporate,dinner,Monday,0,normal,1,276,450,61.3
02-04-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,217,600,36.2
02-04-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,438,600,73
02-04-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,386,600,64.3
02-04-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,184,450,40.9
02-04-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,344,450,76.4
02-04-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,269,450,59.8
03-04-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,293,600,48.8
03-04-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,456,600,76
03-04-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,343,600,57.2
03-04-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,207,450,46
03-04-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,379,450,84.2
03-04-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,250,450,55.6
04-04-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,267,600,44.5
04-04-2024,UNIV_001,university,lunch,Thursday,0,normal,1,535,600,89.2
04-04-2024,UNIV_001,university,dinner,Thursday,0,normal,1,356,600,59.3
04-04-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,176,450,39.1
04-04-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,429,450,95.3
04-04-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,307,450,68.2
05-04-2024,UNIV_001,university,breakfast,Friday,0,normal,1,266,600,44.3
05-04-2024,UNIV_001,university,lunch,Friday,0,normal,1,529,600,88.2
05-04-2024,UNIV_001,university,dinner,Friday,0,normal,1,350,600,58.3
05-04-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,227,450,50.4
05-04-2024,CORP_001,corporate,lunch,Friday,0,normal,1,385,450,85.6
05-04-2024,CORP_001,corporate,dinner,Friday,0,normal,1,268,450,59.6
06-04-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,166,600,27.7
06-04-2024,UNIV_001,university,lunch,Saturday,1,normal,1,305,600,50.8
06-04-2024,UNIV_001,university,dinner,Saturday,1,normal,1,207,600,34.5
06-04-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,28,450,6.2
06-04-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,55,450,12.2
06-04-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,36,450,8
07-04-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,203,600,33.8
07-04-2024,UNIV_001,university,lunch,Sunday,1,normal,1,353,600,58.8
07-04-2024,UNIV_001,university,dinner,Sunday,1,normal,1,213,600,35.5
07-04-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,34,450,7.6
07-04-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,56,450,12.4
07-04-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,40,450,8.9
08-04-2024,UNIV_001,university,breakfast,Monday,0,normal,1,272,600,45.3
08-04-2024,UNIV_001,university,lunch,Monday,0,normal,1,469,600,78.2
08-04-2024,UNIV_001,university,dinner,Monday,0,normal,1,348,600,58
08-04-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,182,450,40.4
08-04-2024,CORP_001,corporate,lunch,Monday,0,normal,1,355,450,78.9
08-04-2024,CORP_001,corporate,dinner,Monday,0,normal,1,269,450,59.8
09-04-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,263,600,43.8
09-04-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,476,600,79.3
09-04-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,385,600,64.2
09-04-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,206,450,45.8
09-04-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,386,450,85.8
09-04-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,325,450,72.2
10-04-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,247,600,41.2
10-04-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,441,600,73.5
10-04-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,344,600,57.3
10-04-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,209,450,46.4
10-04-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,365,450,81.1
10-04-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,281,450,62.4
11-04-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,244,600,40.7
11-04-2024,UNIV_001,university,lunch,Thursday,0,normal,1,541,600,90.2
11-04-2024,UNIV_001,university,dinner,Thursday,0,normal,1,339,600,56.5
11-04-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,233,450,51.8
11-04-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,446,450,99.1
11-04-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,251,450,55.8
12-04-2024,UNIV_001,university,breakfast,Friday,0,normal,1,252,600,42
12-04-2024,UNIV_001,university,lunch,Friday,0,normal,1,519,600,86.5
12-04-2024,UNIV_001,university,dinner,Friday,0,normal,1,325,600,54.2
12-04-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,197,450,43.8
12-04-2024,CORP_001,corporate,lunch,Friday,0,normal,1,365,450,81.1
12-04-2024,CORP_001,corporate,dinner,Friday,0,normal,1,213,450,47.3
13-04-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,188,600,31.3
13-04-2024,UNIV_001,university,lunch,Saturday,1,normal,1,305,600,50.8
13-04-2024,UNIV_001,university,dinner,Saturday,1,normal,1,188,600,31.3
13-04-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,36,450,8
13-04-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,50,450,11.1
13-04-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,36,450,8
14-04-2024,UNIV_001,university,breakfast,Sunday,1,holiday,0.4,67,600,11.2
14-04-2024,UNIV_001,university,lunch,Sunday,1,holiday,0.4,127,600,21.2
14-04-2024,UNIV_001,university,dinner,Sunday,1,holiday,0.4,91,600,15.2
14-04-2024,CORP_001,corporate,breakfast,Sunday,1,holiday,0.2,6,450,1.3
14-04-2024,CORP_001,corporate,lunch,Sunday,1,holiday,0.2,11,450,2.4
14-04-2024,CORP_001,corporate,dinner,Sunday,1,holiday,0.2,8,450,1.8
15-04-2024,UNIV_001,university,breakfast,Monday,0,normal,1,263,600,43.8
15-04-2024,UNIV_001,university,lunch,Monday,0,normal,1,477,600,79.5
15-04-2024,UNIV_001,university,dinner,Monday,0,normal,1,326,600,54.3
15-04-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,189,450,42
15-04-2024,CORP_001,corporate,lunch,Monday,0,normal,1,450,450,100
15-04-2024,CORP_001,corporate,dinner,Monday,0,normal,1,294,450,65.3
16-04-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,264,600,44
16-04-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,424,600,70.7
16-04-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,344,600,57.3
16-04-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,232,450,51.6
16-04-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,372,450,82.7
16-04-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,243,450,54
17-04-2024,UNIV_001,university,breakfast,Wednesday,0,holiday,0.4,107,600,17.8
17-04-2024,UNIV_001,university,lunch,Wednesday,0,holiday,0.4,206,600,34.3
17-04-2024,UNIV_001,university,dinner,Wednesday,0,holiday,0.4,138,600,23
17-04-2024,CORP_001,corporate,breakfast,Wednesday,0,holiday,0.2,33,450,7.3
17-04-2024,CORP_001,corporate,lunch,Wednesday,0,holiday,0.2,73,450,16.2
17-04-2024,CORP_001,corporate,dinner,Wednesday,0,holiday,0.2,48,450,10.7
18-04-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,294,600,49
18-04-2024,UNIV_001,university,lunch,Thursday,0,normal,1,600,600,100
18-04-2024,UNIV_001,university,dinner,Thursday,0,normal,1,376,600,62.7
18-04-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,212,450,47.1
18-04-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,400,450,88.9
18-04-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,284,450,63.1
19-04-2024,UNIV_001,university,breakfast,Friday,0,normal,1,283,600,47.2
19-04-2024,UNIV_001,university,lunch,Friday,0,normal,1,537,600,89.5
19-04-2024,UNIV_001,university,dinner,Friday,0,normal,1,401,600,66.8
19-04-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,186,450,41.3
19-04-2024,CORP_001,corporate,lunch,Friday,0,normal,1,399,450,88.7
19-04-2024,CORP_001,corporate,dinner,Friday,0,normal,1,239,450,53.1
20-04-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,179,600,29.8
20-04-2024,UNIV_001,university,lunch,Saturday,1,normal,1,302,600,50.3
20-04-2024,UNIV_001,university,dinner,Saturday,1,normal,1,211,600,35.2
20-04-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,28,450,6.2
20-04-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,60,450,13.3
20-04-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,40,450,8.9
21-04-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,169,600,28.2
21-04-2024,UNIV_001,university,lunch,Sunday,1,normal,1,274,600,45.7
21-04-2024,UNIV_001,university,dinner,Sunday,1,normal,1,218,600,36.3
21-04-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,29,450,6.4
21-04-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,46,450,10.2
21-04-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,39,450,8.7
22-04-2024,UNIV_001,university,breakfast,Monday,0,exam_period,0.72,232,600,38.7
22-04-2024,UNIV_001,university,lunch,Monday,0,exam_period,0.72,313,600,52.2
22-04-2024,UNIV_001,university,dinner,Monday,0,exam_period,0.72,212,600,35.3
22-04-2024,CORP_001,corporate,breakfast,Monday,0,exam_period,1,193,450,42.9
22-04-2024,CORP_001,corporate,lunch,Monday,0,exam_period,1,341,450,75.8
22-04-2024,CORP_001,corporate,dinner,Monday,0,exam_period,1,290,450,64.4
23-04-2024,UNIV_001,university,breakfast,Tuesday,0,exam_period,0.72,165,600,27.5
23-04-2024,UNIV_001,university,lunch,Tuesday,0,exam_period,0.72,297,600,49.5
23-04-2024,UNIV_001,university,dinner,Tuesday,0,exam_period,0.72,305,600,50.8
23-04-2024,CORP_001,corporate,breakfast,Tuesday,0,exam_period,1,204,450,45.3
23-04-2024,CORP_001,corporate,lunch,Tuesday,0,exam_period,1,339,450,75.3
