date,institution_id,material,qty_ordered_kg,qty_used_kg,qty_wasted_kg,waste_pct,cost_inr
26-02-2024,UNIV_001,Milk (L),77.43,61.53,15.9,20.5,4490.94
26-02-2024,UNIV_001,Spices (kg),6.25,5.02,1.23,19.7,2812.5
26-02-2024,UNIV_001,Sugar (kg),12.41,9.77,2.64,21.3,558.45
27-02-2024,CORP_001,Rice (kg),76.51,65.71,10.8,14.1,3213.42
27-02-2024,CORP_001,Wheat Flour (kg),48.6,38.29,10.31,21.2,1846.8
27-02-2024,CORP_001,Lentils (kg),39.11,30.3,8.81,22.5,3715.45
27-02-2024,CORP_001,Chicken (kg),100.76,75.32,25.44,25.2,22167.2
27-02-2024,CORP_001,Fish (kg),86.91,72.05,14.86,17.1,15643.8
27-02-2024,CORP_001,Vegetables (kg),117.92,96.69,21.23,18,4127.2
27-02-2024,CORP_001,Cooking Oil (L),30.02,23.05,6.97,23.2,3902.6
27-02-2024,CORP_001,Milk (L),60.51,45.4,15.11,25,3509.58
27-02-2024,CORP_001,Spices (kg),5,3.92,1.08,21.6,2250
27-02-2024,CORP_001,Sugar (kg),9.77,7.97,1.8,18.4,439.65
27-02-2024,UNIV_001,Rice (kg),101.74,82.23,19.51,19.2,4273.08
27-02-2024,UNIV_001,Wheat Flour (kg),62.23,48.34,13.89,22.3,2364.74
27-02-2024,UNIV_001,Lentils (kg),48.21,38.07,10.14,21,4579.95
27-02-2024,UNIV_001,Chicken (kg),123.15,96.3,26.85,21.8,27093
27-02-2024,UNIV_001,Fish (kg),114.85,86.68,28.17,24.5,20673
27-02-2024,UNIV_001,Vegetables (kg),146.47,115.76,30.71,21,5126.45
27-02-2024,UNIV_001,Cooking Oil (L),38.05,29.76,8.29,21.8,4946.5
27-02-2024,UNIV_001,Milk (L),74.72,57.57,17.15,23,4333.76
27-02-2024,UNIV_001,Spices (kg),6.33,4.65,1.68,26.5,2848.5
27-02-2024,UNIV_001,Sugar (kg),12.72,9.78,2.94,23.1,572.4
28-02-2024,CORP_001,Rice (kg),78.62,62.76,15.86,20.2,3302.04
28-02-2024,CORP_001,Wheat Flour (kg),50.25,37.22,13.03,25.9,1909.5
28-02-2024,CORP_001,Lentils (kg),40.88,31.21,9.67,23.7,3883.6
28-02-2024,CORP_001,Chicken (kg),97.82,75.48,22.34,22.8,21520.4
28-02-2024,CORP_001,Fish (kg),88.76,70.6,18.16,20.5,15976.8
28-02-2024,CORP_001,Vegetables (kg),117.99,95.93,22.06,18.7,4129.65
28-02-2024,CORP_001,Cooking Oil (L),29.54,24.68,4.86,16.5,3840.2
28-02-2024,CORP_001,Milk (L),59.96,48.61,11.35,18.9,3477.68
28-02-2024,CORP_001,Spices (kg),4.79,3.88,0.91,19,2155.5
28-02-2024,CORP_001,Sugar (kg),9.78,7.9,1.88,19.2,440.1
28-02-2024,UNIV_001,Rice (kg),107.1,78.65,28.45,26.6,4498.2
28-02-2024,UNIV_001,Wheat Flour (kg),62.67,53.34,9.33,14.9,2381.46
28-02-2024,UNIV_001,Lentils (kg),50.74,41.89,8.85,17.4,4820.3
28-02-2024,UNIV_001,Chicken (kg),130.42,106.49,23.93,18.3,28692.4
28-02-2024,UNIV_001,Fish (kg),113.31,88.99,24.32,21.5,20395.8
28-02-2024,UNIV_001,Vegetables (kg),156.69,129.26,27.43,17.5,5484.15
28-02-2024,UNIV_001,Cooking Oil (L),38.71,30.3,8.41,21.7,5032.3
28-02-2024,UNIV_001,Milk (L),78.67,64.53,14.14,18,4562.86
28-02-2024,UNIV_001,Spices (kg),6.68,5.41,1.27,19,3006
28-02-2024,UNIV_001,Sugar (kg),12.48,9.87,2.61,20.9,561.6
29-02-2024,CORP_001,Rice (kg),83.12,67.41,15.71,18.9,3491.04
29-02-2024,CORP_001,Wheat Flour (kg),50.56,39.64,10.92,21.6,1921.28
29-02-2024,CORP_001,Lentils (kg),42.17,31.08,11.09,26.3,4006.15
29-02-2024,CORP_001,Chicken (kg),101.84,81.56,20.28,19.9,22404.8
29-02-2024,CORP_001,Fish (kg),93.13,75.12,18.01,19.3,16763.4
29-02-2024,CORP_001,Vegetables (kg),122.06,98.97,23.09,18.9,4272.1
29-02-2024,CORP_001,Cooking Oil (L),31.11,24.58,6.53,21,4044.3
29-02-2024,CORP_001,Milk (L),62.5,47.67,14.83,23.7,3625
29-02-2024,CORP_001,Spices (kg),4.97,3.91,1.06,21.3,2236.5
29-02-2024,CORP_001,Sugar (kg),10.06,8.15,1.91,19,452.7
29-02-2024,UNIV_001,Rice (kg),107.02,84.13,22.89,21.4,4494.84
29-02-2024,UNIV_001,Wheat Flour (kg),66.61,50.68,15.93,23.9,2531.18
29-02-2024,UNIV_001,Lentils (kg),51.62,40.73,10.89,21.1,4903.9
29-02-2024,UNIV_001,Chicken (kg),126.74,98.22,28.52,22.5,27882.8
29-02-2024,UNIV_001,Fish (kg),117.96,97.45,20.51,17.4,21232.8
29-02-2024,UNIV_001,Vegetables (kg),151.76,117.68,34.08,22.5,5311.6
29-02-2024,UNIV_001,Cooking Oil (L),39.93,30.09,9.84,24.6,5190.9
29-02-2024,UNIV_001,Milk (L),80.19,63.11,17.08,21.3,4651.02
29-02-2024,UNIV_001,Spices (kg),6.75,5.1,1.65,24.4,3037.5
29-02-2024,UNIV_001,Sugar (kg),13.18,10.26,2.92,22.2,593.1
01-03-2024,CORP_001,Rice (kg),69.97,54.51,15.46,22.1,2938.74
01-03-2024,CORP_001,Wheat Flour (kg),42.14,34.28,7.86,18.7,1601.32
01-03-2024,CORP_001,Lentils (kg),34.69,28.29,6.4,18.4,3295.55
01-03-2024,CORP_001,Chicken (kg),88.22,69.68,18.54,21,19408.4
01-03-2024,CORP_001,Fish (kg),75.36,63.08,12.28,16.3,13564.8
01-03-2024,CORP_001,Vegetables (kg),103.83,85.6,18.23,17.6,3634.05
01-03-2024,CORP_001,Cooking Oil (L),26.86,19.59,7.27,27.1,3491.8
01-03-2024,CORP_001,Milk (L),53.3,39.1,14.2,26.6,3091.4
01-03-2024,CORP_001,Spices (kg),4.28,3.44,0.84,19.6,1926
01-03-2024,CORP_001,Sugar (kg),8.4,7.03,1.37,16.3,378
01-03-2024,UNIV_001,Rice (kg),85.81,68.36,17.45,20.3,3604.02
01-03-2024,UNIV_001,Wheat Flour (kg),56.3,45.27,11.03,19.6,2139.4
01-03-2024,UNIV_001,Lentils (kg),46.29,36.18,10.11,21.8,4397.55
01-03-2024,UNIV_001,Chicken (kg),113.44,87.56,25.88,22.8,24956.8
01-03-2024,UNIV_001,Fish (kg),96.47,76.5,19.97,20.7,17364.6
01-03-2024,UNIV_001,Vegetables (kg),134.59,108.21,26.38,19.6,4710.65
01-03-2024,UNIV_001,Cooking Oil (L),33.32,27.21,6.11,18.3,4331.6
01-03-2024,UNIV_001,Milk (L),67.23,50.74,16.49,24.5,3899.34
01-03-2024,UNIV_001,Spices (kg),5.45,4.59,0.86,15.8,2452.5
01-03-2024,UNIV_001,Sugar (kg),11.39,9.22,2.17,19.1,512.55
02-03-2024,CORP_001,Rice (kg),11.25,9.67,1.58,14,472.5
02-03-2024,CORP_001,Wheat Flour (kg),7.08,5.45,1.63,23,269.04
02-03-2024,CORP_001,Lentils (kg),6.05,4.49,1.56,25.8,574.75
02-03-2024,CORP_001,Chicken (kg),14.72,11.1,3.62,24.6,3238.4
02-03-2024,CORP_001,Fish (kg),13.16,10.79,2.37,18,2368.8
02-03-2024,CORP_001,Vegetables (kg),17.16,14.04,3.12,18.2,600.6
02-03-2024,CORP_001,Cooking Oil (L),4.24,3.49,0.75,17.7,551.2
02-03-2024,CORP_001,Milk (L),8.59,6.69,1.9,22.1,498.22
02-03-2024,CORP_001,Spices (kg),0.71,0.56,0.15,21.1,319.5
02-03-2024,CORP_001,Sugar (kg),1.5,1.14,0.36,24,67.5
02-03-2024,UNIV_001,Rice (kg),65.21,52.46,12.75,19.6,2738.82
02-03-2024,UNIV_001,Wheat Flour (kg),41.02,33.81,7.21,17.6,1558.76
02-03-2024,UNIV_001,Lentils (kg),34.62,26.2,8.42,24.3,3288.9
02-03-2024,UNIV_001,Chicken (kg),85.79,66.39,19.4,22.6,18873.8
02-03-2024,UNIV_001,Fish (kg),72.81,60.53,12.28,16.9,13105.8
02-03-2024,UNIV_001,Vegetables (kg),100.05,80.37,19.68,19.7,3501.75
02-03-2024,UNIV_001,Cooking Oil (L),25.8,19.65,6.15,23.8,3354
02-03-2024,UNIV_001,Milk (L),51.64,40.6,11.04,21.4,2995.12
02-03-2024,UNIV_001,Spices (kg),4.16,3.33,0.83,20,1872
02-03-2024,UNIV_001,Sugar (kg),8.21,6.93,1.28,15.6,369.45
03-03-2024,CORP_001,Rice (kg),12.36,9.19,3.17,25.6,519.12
03-03-2024,CORP_001,Wheat Flour (kg),7.51,6.11,1.4,18.6,285.38
03-03-2024,CORP_001,Lentils (kg),5.87,4.58,1.29,22,557.65
03-03-2024,CORP_001,Chicken (kg),15.18,11.85,3.33,21.9,3339.6
03-03-2024,CORP_001,Fish (kg),13.65,10.59,3.06,22.4,2457
03-03-2024,CORP_001,Vegetables (kg),17.78,14.77,3.01,16.9,622.3
03-03-2024,CORP_001,Cooking Oil (L),4.58,3.51,1.07,23.4,595.4
03-03-2024,CORP_001,Milk (L),9.01,7.31,1.7,18.9,522.58
03-03-2024,CORP_001,Spices (kg),0.73,0.58,0.15,20.5,328.5
03-03-2024,CORP_001,Sugar (kg),1.47,1.25,0.22,15,66.15
03-03-2024,UNIV_001,Rice (kg),73.81,58.75,15.06,20.4,3100.02
03-03-2024,UNIV_001,Wheat Flour (kg),45.99,36.41,9.58,20.8,1747.62
03-03-2024,UNIV_001,Lentils (kg),36.07,29.04,7.03,19.5,3426.65
03-03-2024,UNIV_001,Chicken (kg),86.88,72.45,14.43,16.6,19113.6
03-03-2024,UNIV_001,Fish (kg),83.21,64.38,18.83,22.6,14977.8
03-03-2024,UNIV_001,Vegetables (kg),107.14,83.83,23.31,21.8,3749.9
03-03-2024,UNIV_001,Cooking Oil (L),27.43,21.9,5.53,20.2,3565.9
03-03-2024,UNIV_001,Milk (L),55.89,42.21,13.68,24.5,3241.62
03-03-2024,UNIV_001,Spices (kg),4.62,3.6,1.02,22.1,2079
03-03-2024,UNIV_001,Sugar (kg),9.32,7.17,2.15,23.1,419.4
04-03-2024,CORP_001,Rice (kg),78.26,62.37,15.89,20.3,3286.92
04-03-2024,CORP_001,Wheat Flour (kg),49.85,40.56,9.29,18.6,1894.3
04-03-2024,CORP_001,Lentils (kg),37.68,29.48,8.2,21.8,3579.6
04-03-2024,CORP_001,Chicken (kg),101.24,77.57,23.67,23.4,22272.8
04-03-2024,CORP_001,Fish (kg),88.75,69.47,19.28,21.7,15975
04-03-2024,CORP_001,Vegetables (kg),113.25,95.41,17.84,15.8,3963.75
04-03-2024,CORP_001,Cooking Oil (L),29.91,22.74,7.17,24,3888.3
04-03-2024,CORP_001,Milk (L),57.66,48.05,9.61,16.7,3344.28
04-03-2024,CORP_001,Spices (kg),4.71,4.02,0.69,14.6,2119.5
04-03-2024,CORP_001,Sugar (kg),9.57,7.81,1.76,18.4,430.65
04-03-2024,UNIV_001,Rice (kg),113.52,88.34,25.18,22.2,4767.84
04-03-2024,UNIV_001,Wheat Flour (kg),67.97,55.28,12.69,18.7,2582.86
04-03-2024,UNIV_001,Lentils (kg),54.06,42.34,11.72,21.7,5135.7
04-03-2024,UNIV_001,Chicken (kg),142.59,111.26,31.33,22,31369.8
04-03-2024,UNIV_001,Fish (kg),124.71,96.07,28.64,23,22447.8
04-03-2024,UNIV_001,Vegetables (kg),158.13,123.65,34.48,21.8,5534.55
04-03-2024,UNIV_001,Cooking Oil (L),41.26,33.42,7.84,19,5363.8
04-03-2024,UNIV_001,Milk (L),82.41,67.37,15.04,18.3,4779.78
04-03-2024,UNIV_001,Spices (kg),6.58,5.34,1.24,18.8,2961
04-03-2024,UNIV_001,Sugar (kg),13.39,10.78,2.61,19.5,602.55
05-03-2024,CORP_001,Rice (kg),83.41,71.75,11.66,14,3503.22
05-03-2024,CORP_001,Wheat Flour (kg),52.81,44.7,8.11,15.4,2006.78
05-03-2024,CORP_001,Lentils (kg),42.98,35.99,6.99,16.3,4083.1
05-03-2024,CORP_001,Chicken (kg),108.61,89.48,19.13,17.6,23894.2
05-03-2024,CORP_001,Fish (kg),93.3,79.05,14.25,15.3,16794
05-03-2024,CORP_001,Vegetables (kg),134.1,98.82,35.28,26.3,4693.5
05-03-2024,CORP_001,Cooking Oil (L),31.34,25.47,5.87,18.7,4074.2
05-03-2024,CORP_001,Milk (L),67.22,51.59,15.63,23.3,3898.76
05-03-2024,CORP_001,Spices (kg),5.42,4.12,1.3,24,2439
05-03-2024,CORP_001,Sugar (kg),10.36,8.84,1.52,14.7,466.2
05-03-2024,UNIV_001,Rice (kg),101.51,84.39,17.12,16.9,4263.42
05-03-2024,UNIV_001,Wheat Flour (kg),67.97,50.42,17.55,25.8,2582.86
05-03-2024,UNIV_001,Lentils (kg),53.28,39.76,13.52,25.4,5061.6
05-03-2024,UNIV_001,Chicken (kg),132.54,100.35,32.19,24.3,29158.8
05-03-2024,UNIV_001,Fish (kg),120.59,91.66,28.93,24,21706.2
05-03-2024,UNIV_001,Vegetables (kg),157.2,126.14,31.06,19.8,5502
05-03-2024,UNIV_001,Cooking Oil (L),38.34,32,6.34,16.5,4984.2
05-03-2024,UNIV_001,Milk (L),77.54,63.48,14.06,18.1,4497.32
05-03-2024,UNIV_001,Spices (kg),6.38,5.3,1.08,16.9,2871
05-03-2024,UNIV_001,Sugar (kg),12.73,10.32,2.41,18.9,572.85
06-03-2024,CORP_001,Rice (kg),75.84,62.94,12.9,17,3185.28
06-03-2024,CORP_001,Wheat Flour (kg),47.46,39.87,7.59,16,1803.48
06-03-2024,CORP_001,Lentils (kg),40,29.69,10.31,25.8,3800
06-03-2024,CORP_001,Chicken (kg),97.76,73.34,24.42,25,21507.2
06-03-2024,CORP_001,Fish (kg),86.37,70.55,15.82,18.3,15546.6
06-03-2024,CORP_001,Vegetables (kg),117.75,93.21,24.54,20.8,4121.25
06-03-2024,CORP_001,Cooking Oil (L),28.53,22.7,5.83,20.4,3708.9
06-03-2024,CORP_001,Milk (L),56.18,47.06,9.12,16.2,3258.44
06-03-2024,CORP_001,Spices (kg),4.84,3.92,0.92,19,2178
06-03-2024,CORP_001,Sugar (kg),9.48,7.52,1.96,20.7,426.6
06-03-2024,UNIV_001,Rice (kg),105.66,80.58,25.08,23.7,4437.72
06-03-2024,UNIV_001,Wheat Flour (kg),66.07,54.7,11.37,17.2,2510.66
06-03-2024,UNIV_001,Lentils (kg),55.34,42.49,12.85,23.2,5257.3
06-03-2024,UNIV_001,Chicken (kg),133.42,100.78,32.64,24.5,29352.4
06-03-2024,UNIV_001,Fish (kg),124.34,90.53,33.81,27.2,22381.2
06-03-2024,UNIV_001,Vegetables (kg),166.66,127.08,39.58,23.7,5833.1
06-03-2024,UNIV_001,Cooking Oil (L),39.65,33.23,6.42,16.2,5154.5
06-03-2024,UNIV_001,Milk (L),77.17,64.16,13.01,16.9,4475.86
06-03-2024,UNIV_001,Spices (kg),6.72,5.14,1.58,23.5,3024
06-03-2024,UNIV_001,Sugar (kg),13.31,10.77,2.54,19.1,598.95
07-03-2024,CORP_001,Rice (kg),77.37,56.96,20.41,26.4,3249.54
07-03-2024,CORP_001,Wheat Flour (kg),49.19,36.25,12.94,26.3,1869.22
07-03-2024,CORP_001,Lentils (kg),37.13,29.31,7.82,21.1,3527.35
07-03-2024,CORP_001,Chicken (kg),91.26,72.16,19.1,20.9,20077.2
07-03-2024,CORP_001,Fish (kg),88.89,66.32,22.57,25.4,16000.2
07-03-2024,CORP_001,Vegetables (kg),110.25,86.44,23.81,21.6,3858.75
07-03-2024,CORP_001,Cooking Oil (L),29,23.38,5.62,19.4,3770
07-03-2024,CORP_001,Milk (L),55.8,42.81,12.99,23.3,3236.4
07-03-2024,CORP_001,Spices (kg),4.64,3.58,1.06,22.8,2088
07-03-2024,CORP_001,Sugar (kg),9.18,7.46,1.72,18.7,413.1
07-03-2024,UNIV_001,Rice (kg),101.72,82.52,19.2,18.9,4272.24
07-03-2024,UNIV_001,Wheat Flour (kg),63.7,53.88,9.82,15.4,2420.6
07-03-2024,UNIV_001,Lentils (kg),53.79,41.48,12.31,22.9,5110.05
07-03-2024,UNIV_001,Chicken (kg),128.5,101.69,26.81,20.9,28270
07-03-2024,UNIV_001,Fish (kg),116.21,94.9,21.31,18.3,20917.8
07-03-2024,UNIV_001,Vegetables (kg),155.47,128.22,27.25,17.5,5441.45
07-03-2024,UNIV_001,Cooking Oil (L),40.47,30.36,10.11,25,5261.1
07-03-2024,UNIV_001,Milk (L),78.44,59.15,19.29,24.6,4549.52
07-03-2024,UNIV_001,Spices (kg),6.34,5.1,1.24,19.6,2853
07-03-2024,UNIV_001,Sugar (kg),12.69,10.71,1.98,15.6,571.05
08-03-2024,CORP_001,Rice (kg),78.16,63.39,14.77,18.9,3282.72
08-03-2024,CORP_001,Wheat Flour (kg),50.72,40.61,10.11,19.9,1927.36
08-03-2024,CORP_001,Lentils (kg),39.83,33.08,6.75,16.9,3783.85
08-03-2024,CORP_001,Chicken (kg),101.13,79.1,22.03,21.8,22248.6
08-03-2024,CORP_001,Fish (kg),87.24,71.38,15.86,18.2,15703.2
08-03-2024,CORP_001,Vegetables (kg),123.9,96.68,27.22,22,4336.5
08-03-2024,CORP_001,Cooking Oil (L),31,23.87,7.13,23,4030
08-03-2024,CORP_001,Milk (L),58.42,45.32,13.1,22.4,3388.36
08-03-2024,CORP_001,Spices (kg),4.95,4.06,0.89,18,2227.5
08-03-2024,CORP_001,Sugar (kg),10.3,7.79,2.51,24.4,463.5
08-03-2024,UNIV_001,Rice (kg),101.44,79.66,21.78,21.5,4260.48
08-03-2024,UNIV_001,Wheat Flour (kg),62.95,48.79,14.16,22.5,2392.1
08-03-2024,UNIV_001,Lentils (kg),49.2,38.88,10.32,21,4674
08-03-2024,UNIV_001,Chicken (kg),122.14,97.22,24.92,20.4,26870.8
08-03-2024,UNIV_001,Fish (kg),109.49,91.58,17.91,16.4,19708.2
08-03-2024,UNIV_001,Vegetables (kg),149.88,126.5,23.38,15.6,5245.8
08-03-2024,UNIV_001,Cooking Oil (L),37.08,29.64,7.44,20.1,4820.4
08-03-2024,UNIV_001,Milk (L),75.2,57.13,18.07,24,4361.6
08-03-2024,UNIV_001,Spices (kg),6.52,4.77,1.75,26.8,2934
08-03-2024,UNIV_001,Sugar (kg),13.15,10.46,2.69,20.5,591.75
09-03-2024,CORP_001,Rice (kg),11.84,9.39,2.45,20.7,497.28
09-03-2024,CORP_001,Wheat Flour (kg),7.47,5.77,1.7,22.8,283.86
09-03-2024,CORP_001,Lentils (kg),5.98,4.45,1.53,25.6,568.1
09-03-2024,CORP_001,Chicken (kg),14.21,11.63,2.58,18.2,3126.2
09-03-2024,CORP_001,Fish (kg),13.34,10.95,2.39,17.9,2401.2
09-03-2024,CORP_001,Vegetables (kg),17.13,14.5,2.63,15.4,599.55
09-03-2024,CORP_001,Cooking Oil (L),4.32,3.47,0.85,19.7,561.6
09-03-2024,CORP_001,Milk (L),8.72,6.94,1.78,20.4,505.76
09-03-2024,CORP_001,Spices (kg),0.72,0.58,0.14,19.4,324
09-03-2024,CORP_001,Sugar (kg),1.51,1.16,0.35,23.2,67.95
09-03-2024,UNIV_001,Rice (kg),68.01,55.86,12.15,17.9,2856.42
09-03-2024,UNIV_001,Wheat Flour (kg),43.27,33.64,9.63,22.3,1644.26
09-03-2024,UNIV_001,Lentils (kg),33.34,28.03,5.31,15.9,3167.3
09-03-2024,UNIV_001,Chicken (kg),85.63,65.38,20.25,23.6,18838.6
09-03-2024,UNIV_001,Fish (kg),75.1,62.55,12.55,16.7,13518
09-03-2024,UNIV_001,Vegetables (kg),98.22,85.01,13.21,13.4,3437.7
09-03-2024,UNIV_001,Cooking Oil (L),24.74,20.84,3.9,15.8,3216.2
09-03-2024,UNIV_001,Milk (L),50.6,40.38,10.22,20.2,2934.8
09-03-2024,UNIV_001,Spices (kg),4.39,3.34,1.05,23.9,1975.5
09-03-2024,UNIV_001,Sugar (kg),8.53,6.42,2.11,24.7,383.85
10-03-2024,CORP_001,Rice (kg),13.07,10.5,2.57,19.7,548.94
10-03-2024,CORP_001,Wheat Flour (kg),8.65,6.48,2.17,25.1,328.7
10-03-2024,CORP_001,Lentils (kg),6.6,5.35,1.25,18.9,627
10-03-2024,CORP_001,Chicken (kg),17.25,13.79,3.46,20.1,3795
10-03-2024,CORP_001,Fish (kg),14.93,11.6,3.33,22.3,2687.4
10-03-2024,CORP_001,Vegetables (kg),21.2,15.78,5.42,25.6,742
10-03-2024,CORP_001,Cooking Oil (L),5.26,4.2,1.06,20.2,683.8
10-03-2024,CORP_001,Milk (L),10.46,7.81,2.65,25.3,606.68
10-03-2024,CORP_001,Spices (kg),0.87,0.69,0.18,20.7,391.5
10-03-2024,CORP_001,Sugar (kg),1.72,1.33,0.39,22.7,77.4
10-03-2024,UNIV_001,Rice (kg),69.07,53.56,15.51,22.5,2900.94
10-03-2024,UNIV_001,Wheat Flour (kg),44.08,35.18,8.9,20.2,1675.04
10-03-2024,UNIV_001,Lentils (kg),34.82,27.82,7,20.1,3307.9
10-03-2024,UNIV_001,Chicken (kg),87.08,70.76,16.32,18.7,19157.6
10-03-2024,UNIV_001,Fish (kg),81.92,60.54,21.38,26.1,14745.6
10-03-2024,UNIV_001,Vegetables (kg),104.65,80.51,24.14,23.1,3662.75
10-03-2024,UNIV_001,Cooking Oil (L),26.7,21.42,5.28,19.8,3471
10-03-2024,UNIV_001,Milk (L),54.75,40.86,13.89,25.4,3175.5
10-03-2024,UNIV_001,Spices (kg),4.57,3.33,1.24,27.1,2056.5
10-03-2024,UNIV_001,Sugar (kg),8.88,6.65,2.23,25.1,399.6
11-03-2024,CORP_001,Rice (kg),89.43,68.77,20.66,23.1,3756.06
11-03-2024,CORP_001,Wheat Flour (kg),54.88,44.34,10.54,19.2,2085.44
11-03-2024,CORP_001,Lentils (kg),42.03,32.61,9.42,22.4,3992.85
11-03-2024,CORP_001,Chicken (kg),111.66,84.02,27.64,24.8,24565.2
11-03-2024,CORP_001,Fish (kg),94.4,76.86,17.54,18.6,16992
11-03-2024,CORP_001,Vegetables (kg),130.95,97.75,33.2,25.4,4583.25
11-03-2024,CORP_001,Cooking Oil (L),31.86,24.44,7.42,23.3,4141.8
11-03-2024,CORP_001,Milk (L),64.51,53.55,10.96,17,3741.58
11-03-2024,CORP_001,Spices (kg),5.63,4.35,1.28,22.7,2533.5
11-03-2024,CORP_001,Sugar (kg),10.52,8.94,1.58,15,473.4
11-03-2024,UNIV_001,Rice (kg),104.01,79.23,24.78,23.8,4368.42
11-03-2024,UNIV_001,Wheat Flour (kg),67.2,52.79,14.41,21.4,2553.6
11-03-2024,UNIV_001,Lentils (kg),52.94,42.02,10.92,20.6,5029.3
11-03-2024,UNIV_001,Chicken (kg),126.6,99.66,26.94,21.3,27852
11-03-2024,UNIV_001,Fish (kg),118.69,89.78,28.91,24.4,21364.2
11-03-2024,UNIV_001,Vegetables (kg),155.01,127.01,28,18.1,5425.35
11-03-2024,UNIV_001,Cooking Oil (L),39.87,30.69,9.18,23,5183.1
11-03-2024,UNIV_001,Milk (L),79.8,63.87,15.93,20,4628.4
11-03-2024,UNIV_001,Spices (kg),6.58,4.99,1.59,24.2,2961
11-03-2024,UNIV_001,Sugar (kg),12.74,10.08,2.66,20.9,573.3
12-03-2024,CORP_001,Rice (kg),68.68,54.82,13.86,20.2,2884.56
12-03-2024,CORP_001,Wheat Flour (kg),43.27,34.94,8.33,19.3,1644.26
12-03-2024,CORP_001,Lentils (kg),36.68,26.91,9.77,26.6,3484.6
12-03-2024,CORP_001,Chicken (kg),90.31,71.59,18.72,20.7,19868.2
12-03-2024,CORP_001,Fish (kg),77.12,66,11.12,14.4,13881.6
12-03-2024,CORP_001,Vegetables (kg),107.02,83.04,23.98,22.4,3745.7
12-03-2024,CORP_001,Cooking Oil (L),27.17,20.52,6.65,24.5,3532.1
12-03-2024,CORP_001,Milk (L),54.07,40.08,13.99,25.9,3136.06
12-03-2024,CORP_001,Spices (kg),4.56,3.49,1.07,23.5,2052
12-03-2024,CORP_001,Sugar (kg),8.97,6.81,2.16,24.1,403.65
12-03-2024,UNIV_001,Rice (kg),97.71,78.41,19.3,19.8,4103.82
12-03-2024,UNIV_001,Wheat Flour (kg),60.05,48.23,11.82,19.7,2281.9
12-03-2024,UNIV_001,Lentils (kg),47.97,39.7,8.27,17.2,4557.15
12-03-2024,UNIV_001,Chicken (kg),120.34,98.71,21.63,18,26474.8
12-03-2024,UNIV_001,Fish (kg),111.04,84.95,26.09,23.5,19987.2
12-03-2024,UNIV_001,Vegetables (kg),141.18,113.21,27.97,19.8,4941.3
12-03-2024,UNIV_001,Cooking Oil (L),37.09,27.77,9.32,25.1,4821.7
12-03-2024,UNIV_001,Milk (L),72.36,59.01,13.35,18.4,4196.88
12-03-2024,UNIV_001,Spices (kg),5.94,4.84,1.1,18.5,2673
12-03-2024,UNIV_001,Sugar (kg),11.78,9.14,2.64,22.4,530.1
13-03-2024,CORP_001,Rice (kg),87.14,64.49,22.65,26,3659.88
13-03-2024,CORP_001,Wheat Flour (kg),52.15,43.66,8.49,16.3,1981.7
13-03-2024,CORP_001,Lentils (kg),41.98,35.34,6.64,15.8,3988.1
13-03-2024,CORP_001,Chicken (kg),110.57,82.12,28.45,25.7,24325.4
13-03-2024,CORP_001,Fish (kg),92.03,77.39,14.64,15.9,16565.4
13-03-2024,CORP_001,Vegetables (kg),127.06,96.76,30.3,23.8,4447.1
13-03-2024,CORP_001,Cooking Oil (L),32.45,24,8.45,26,4218.5
13-03-2024,CORP_001,Milk (L),65.76,48.58,17.18,26.1,3814.08
13-03-2024,CORP_001,Spices (kg),5.15,4.06,1.09,21.2,2317.5
13-03-2024,CORP_001,Sugar (kg),11.04,8.59,2.45,22.2,496.8
13-03-2024,UNIV_001,Rice (kg),128.33,98.04,30.29,23.6,5389.86
13-03-2024,UNIV_001,Wheat Flour (kg),77.17,60.21,16.96,22,2932.46
13-03-2024,UNIV_001,Lentils (kg),62.49,49.82,12.67,20.3,5936.55
13-03-2024,UNIV_001,Chicken (kg),158.2,120.71,37.49,23.7,34804
13-03-2024,UNIV_001,Fish (kg),146.1,107.62,38.48,26.3,26298
13-03-2024,UNIV_001,Vegetables (kg),195.06,141.06,54,27.7,6827.1
13-03-2024,UNIV_001,Cooking Oil (L),46.87,36.51,10.36,22.1,6093.1
13-03-2024,UNIV_001,Milk (L),93.49,74.88,18.61,19.9,5422.42
13-03-2024,UNIV_001,Spices (kg),7.78,6.14,1.64,21.1,3501
13-03-2024,UNIV_001,Sugar (kg),15.95,12.63,3.32,20.8,717.75
14-03-2024,CORP_001,Rice (kg),83.87,62.9,20.97,25,3522.54
14-03-2024,CORP_001,Wheat Flour (kg),51.47,40.74,10.73,20.8,1955.86
14-03-2024,CORP_001,Lentils (kg),40.36,32.25,8.11,20.1,3834.2
14-03-2024,CORP_001,Chicken (kg),100.42,77.71,22.71,22.6,22092.4
14-03-2024,CORP_001,Fish (kg),89.61,69.66,19.95,22.3,16129.8
14-03-2024,CORP_001,Vegetables (kg),124.27,98.54,25.73,20.7,4349.45
14-03-2024,CORP_001,Cooking Oil (L),31.75,24.81,6.94,21.9,4127.5
14-03-2024,CORP_001,Milk (L),58.92,50.41,8.51,14.4,3417.36
14-03-2024,CORP_001,Spices (kg),5.25,4.01,1.24,23.6,2362.5
14-03-2024,CORP_001,Sugar (kg),10.27,8.48,1.79,17.4,462.15
